,X,y
660,How many of @NBCUTelemundo viewers are English-only who don’t have cable for @FS1 ? @fox strategy feels like throwback to pre-cordcutter world. https://t.co/XTsUovQfPk,0
661,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Yeah cuz Shannon was damn near ready to take Skip’s head off!,0
662,@CharissaGrace15 @ShannonSharpe @undisputed 100% accurate. They discussed Baker every day during the playoffs last year and skipped many playoff games. I don’t understand how Skip gets away with picking these topics. It’s embarrassing,0
663,@east_tx_boy_85 @ravens85220 @ShannonSharpe no they had they’re most watched show because everyone was watching the world cup and then undisputed came on so undisputed picked up the viewers from the world cup,0
664,I never knew @treyanastasio was such a Jets football fan. I wonder how he took the loss last Sunday. Maybe it’ll turn into a song. #jets #phish #Patriots #FS1 #NFL #NFLHOF https://t.co/Or1FiQqKjU,0
665,@D2Raw4Uu @JakeMarc23 @ShannonSharpe Nope i watch undisputed every single day live on YouTube TV,0
666,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Never said Brady deserved every MVP. If I were to say though I think he should have got 12,15,16

And no, If you admit Brady should have won the MVP last year I would see your case for Mahomes this year. Although tua is still putting up all time numbers in advanced statistics",0
667,"@YeahImRashad @ShannonSharpe Yep.  I woke up early for England watching while working from home.... then I left Undisputed on mute while I worked thinking the US game was coming on the same channel.  Much like Skip, I was wrong.",0
668,@ShannonSharpe @undisputed Baker gets 30 times more coverage than the best QB in Football Mahome Boy on Undisputed 🤔🤔🤔 https://t.co/XzRWjKfuxg,0
669,@ShannonSharpe @undisputed Yo can one of y’all get in contact with the @BrooklynNets front office and tell them @DwightHoward and @boogiecousins are free agents!!! Please tell somebody to sign both of them @DwightHoward jus dropped 38pts 25reb and 8 blocks over seas. Somebody help me 🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿,0
670,"@paapa_am @FOXSoccer Unlike FS1, FOX is free.",0
671,Low key it’s because people wanna see Uncle Shay jump across that table one good time lol https://t.co/RZNCOR4rL3,0
672,@ShannonSharpe Please bring that up tomorrow on #undisputed and at ya nephew 😂😂,0
673,@RealSkipBayless @undisputed Depends on if they can get Sean Payton to ultimately coach the team...,0
674,@jasonrmcintyre thoughts on what trey thinks? https://t.co/q3HB3e8vqv,0
675,"@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Okay, I’m an idiot and Brady is awesome and deserves every MVP. Tua is the MVP and it’s already decided. Sorry for going against you.",0
676,@RealSkipBayless @undisputed Somewhere in the middle,0
677,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Lol that’s it?!?,0
678,How do folks still watch Skip? https://t.co/CzmHUGGJY0,0
679,"@BHicksthe1 @jecamp86 @RealSkipBayless @undisputed @FTFonFS1 I would bet, because they actually talk about other things rather than cowboys, brady, and lebron at least we get some other topics he literally just said when cowboys win they the real deal but when they lost they not what the hell kind of topic is that",0
680,TJRWRESTLING: WWE Smackdown On December 2nd Will Be On FS1 https://t.co/PRWxxu4DzQ https://t.co/pCRcTpIUcl,0
681,WWE Smackdown On December 2nd Will Be On FS1 https://t.co/qdcvCZlApb,0
682,@ShannonSharpe @undisputed Bayer Mayfield is literally too irrelevant to talk about at this point. He is finished.,0
683,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 HOW???? WHY???? 4 segments on the COWBOYS????,0
684,"@FOXSoccer Can you just put all the games on FS1, take skip to Fox please",0
685,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 @ShannonSharpe @RealSkipBayless thank you guys so much 💯💯💯 &amp; happy early turkey day,0
686,@JakeMarc23 @ShannonSharpe Bro he’s not under the rock 🪨 undisputed only talk about lakers cowboys Tom Brady baker and Lebron,0
687,Skip and Shannon heated debate 11-22-22 on undisputed 😂 https://t.co/0CeMVy4OPv,0
688,"@ClayTravis @ShannonSharpe 
@undisputed 

Baker Mayfield is a bust @RealSkipBayless
You can pound the table until you break every bone in your hand but it will not change the fact that Baker is a bust!",0
689,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Skip is a childish tool. The only reason for this was the World Cup. Nobody changes the channel everyone gets on their phones immediately,0
690,Lmfao this is gonna be awesome https://t.co/pf1BgsaC86,0
691,@FS1  that Messi Documentary was excellent @FIFAcom @FIFAWorldCup every football fan this is a must see if you have not seen it as yet. Another and new round of respect for Leo Messi 10,0
692,@longhorncraiger @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Lead-ins matter.,0
693,@LouMattyB13 @russrelish @banditshoded Why I love Trey reason #718 https://t.co/wMyq5HSkH9,0
694,@BruceArians1 @jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Fry him,0
695,@ShannonSharpe Fuck @undisputed  we don’t support a black who hates us,0
696,"@JoshLBarnett most ESPN and FS1 personalities, well the front facing ones have it because they are discussing news or news adjacent topics 

most national journalists have one

because you had (prior to that) numerous ""fakes"" running around spreading misinformation for laughs",0
697,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn It literally is, tua has been more effient, he’s going to end up with the same attempts as Rodgers if this stays, the advanced stats are miles better in favor of TUA and Mahomes gap in attempts is larger then Brady’s was.

This was YOUR argument. Stay consistent",0
698,@ShannonSharpe @undisputed The team just announced that Darnold is the starter against the broncos.,0
699,@ShannonSharpe @undisputed Skip won't be happy about this 🤣🤣,0
700,@ShannonSharpe @undisputed It aaiiiiiiiin't Baker!!!!,0
701,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Ok I guess since we’re playing this game let’s keep going. Rodgers also got benched in the second Vikings game at the start of the 4th

2 complete missed games, 8 quarters.
4 incomplete games to Tuas 3

Let me guess Tua gets disqualified because he missed 2 extra Quarters?🤣",0
702,@jordancope15 @BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Please don’t associate me with that weirdo pedophile 🤮🤮🤮,0
703,@Only1County @ShannonSharpe @undisputed I don’t lmao,0
704,@ShannonSharpe @undisputed No one cares,0
705,"@undisputed @RealSkipBayless
@ShannonSharpe

Idk Skip...Your man Baker didn't have a 2nd chance 

https://t.co/abOtXST4Fl",0
706,Because everyone wanted to hear about the Fraudulent Vikings and the beat down the cowboys put on them https://t.co/QRBJaQHcsz,0
707,@ShannonSharpe @undisputed Take Skip out https://t.co/MqB8KbVfux,0
708,@ShannonSharpe @undisputed try not to throw hands now!,0
709,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Congratulations...When you become a part of the daily fabric ..it's hard to ignore the positive results. Salute,0
710,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Yeah the unofficial cowboys/Lakers talk show😜 what a joke,0
711,@MarvinYNWA @ShannonSharpe Right? No one gives af that baker had a good 5 game stretch like 4 years ago. Everyone I know only watches undisputed because of @ShannonSharpe. He really needs a different show with someone who is not a 🤡,0
712,Cowboys game had everyone ready to tune in https://t.co/CFOBYZHY86,0
713,"@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 People clearly couldn’t wait to hear people talk about an irrelevant, washed up QB (again) despite there being a million other things to talk about",0
714,@NFL_KovDleiman @BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Kov are you a distant relative to Dov?,0
715,@ShannonSharpe @undisputed Jake Delhomme? lol,0
716,Because the World Cup was on before an there was an hour until the next game. We forgot to change the channel https://t.co/AIqU4D91fO,0
717,"@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn No, they’re not the same situations at all lol.",0
718,"That's it? Man, YouTube is clearly the future. https://t.co/4FGNEsfgvx",0
719,@RealSkipBayless @undisputed Skip on the money once again. LeFraud James is a bum.,0
720,World Cup viewers ain’t change the channel 😂 https://t.co/9XpSwtcsfB,0
721,"I’m convinced 1/2 of these viewers are just all the TVs at  sport clips, twin peaks and car shops… https://t.co/kvf02O61Dz",0
722,@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn He got benched at the end of the 3rd in the Saints game and at half in Detroit. In no way is that three games worth lmao. That’s a game and three quarters.,0
723,"@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 thank the world cup, it was by accident, forgot to turn off the TV after the match 😂😂😭",0
724,@hey_joeyjojo @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 😭😭😭I could see these being topics they fr talk about,0
725,just dont hurt the old man https://t.co/VQEbLXerEf,0
726,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn If Rodgers and tua both played all 17 games the gap between tua and Mahomes would still be larger lol.

Your logic is not consistent there is no way out of this. More attempts=worse QB👍

Pick your poisons man, either tua MVP this year or Brady last year🤣",0
727,That cowboys win got the streets going crazy https://t.co/h3HzcgP97d,0
728,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 That’s it?,0
729,@jordancope15 @BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Shut up Jordan!😡 Tom Brady is NOT a system QB who needs elite talent and coaching around him in order to succeed😡 Mahomes is NOT lightyears better than him😡😡 anyone who thinks that is a IDIOT,0
730,@ShannonSharpe Watch @undisputed all the time Unc!,0
731,Thank you all 🙏🏾🙏🏾🙏🏾🙏🏾 https://t.co/mfN2Gux4KY,0
732,"@hey_joeyjojo @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 ESPN and FoxSports were the golden standard of cable television. 

Highlights and live sports is all we ever needed. These “debate, hot take shows” they put out now are absolute garbage.",0
733,@EBJunkies No problem watching FS1 on FuboTV,0
734,@49ersPolitics @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 I disagree. I think all the Cowboys fans wanted to see Skip have a heart attack on tv 😆 🤣,0
735,"@ShannonSharpe @undisputed I know, Skip’s Hall of Fame bound…Mayfield.",0
736,Phish Radio listeners might recognize this story from #AskPhish ✨🏈 https://t.co/A8yzqbfZ1P,0
737,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn No… Rodgers missed an entire game due to covid, sat out for a half against the lions in the last week after padding his stats and got benched early in the saints blowout

3 incomplete games for Rodgers, 3 incomplete games for tua… try again",0
738,@Joshimpressions @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 It's YOUR TURN Josh. At least in my opinion,0
739,Hell yeah https://t.co/Z5CgO5fSn0,0
740,Unc is really out here tryna kill Skip 🤣 https://t.co/JIaADYbmmL,0
741,"Shannon Sharpe flamed Skip Bayless about Twitter, Baker Mayfield and the show topics .. and the next day they actually talked about the Jets &amp; Broncos on Undisputed 🤣 Shannon needs more input or some creative control",0
742,Ford Meter Box Repair Clamp Meter Clamp FS1-7.24 x 7.5 OD Range 6.84-7.24 https://t.co/x5LvZeTWxg eBay https://t.co/3Dd4wHSor5,0
743,@ShannonSharpe @undisputed Why must you beat up on my Panthers UNC? Haven't we been through enough??,0
744,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 DID YOU DISCUSS FAUCI AND COVID?,0
745,"@UPFULLife187 @NFLFilms @phish @nickmangold @treyanastasio @FS1 @Finkerton @nyjets @espnbob @PhishRadioSXM @SIRIUSXM @WeaverNFLF Good call Trey! Nick Mangold of course had the heart of a champion, being a member of Ohio State’s legendary 2002 national title team!",0
746,"@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 I bet it did!!! U see that Baker Mayfield argument? I thought Skip was gonna have a heart attack and Shannon was gonna Tee Off on Skip .. if that was scripted and acting, 👏 bravo! Cause y’all really sold it",0
747,Thank you soccer. https://t.co/XVEcorSx1v,0
748,LMFAOOOOO https://t.co/EL1pwwq6mW,0
749,"@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 I mean, the show is tired with the same topics every day. But hey, good job 🤷🏽‍♂️",0
750,@Joshimpressions @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 WWWW YESSSS,0
751,@RealSkipBayless @undisputed Definitely NOT the Cowboys or Bucs 😆😆😆😆😆,0
752,This about to be crazy https://t.co/7BXTo4U40i,0
753,"@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Tua also missed 2 and a half games lmao. Rodgers played all but one because he locked up the bye, but Brady still had 50 more attempts than the second most QB who also played all 17. Like I said, two completely different situations. You Brady fans are insufferable.",0
754,Awful announcing sick https://t.co/hNoYDiMTMV,0
755,And it couldn’t have come at a better time! 🤩 https://t.co/fG8j57oQ2q,0
756,@NFLFilms @phish @nickmangold @treyanastasio @FS1 @Finkerton @nyjets @espnbob @PhishRadioSXM @SIRIUSXM @WeaverNFLF Phish and football? @olemiss1738679_,0
757,@hey_joeyjojo @FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Omg this made me snort laugh,0
758,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Weird… did Rodgers play every game last year?

Yeah you’re right, Mahomes isn’t going to have 200 more attempts, he’s on pace to have 215 more attempts than tua.
(27 more than the difference between Rodgers and Brady last year)

It’s ok like I said, same logic doesn’t matter👍",0
759,Only because of World Cup https://t.co/xDXIEdbyh7,0
760,@Fbk39 @ShannonSharpe @undisputed I was crying the other day man 🤣🤣🤣🤣💀💀,0
761,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Keep the momentum going by announcing @Joshimpressions is coming on to do his Skip impression!,0
762,@WrestlingNewses So its staying on fs1 gling forward?,0
763,"@therealselena23 @ShamsCharania Sadly its how media narratives works...
I mean how are @FirstTake and @undisputed bypassing Kawhi when he is like becoming a part timer already",0
764,@ShannonSharpe @undisputed I'm tired of this team and management and the scouting department and David Teppers wife. I just threw her in there!,0
765,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 NO MERCY,0
766,Meep meep @zeek @EzekielElliott @PatMcAfeeShow @AroundTheNFL @AroundtheHorn @JalenandJacoby @themmahour @FirstTake @HWTB @Tp__5 @dak @RichEisenShow @calmdownpodcast @PTI @undisputed @PullUpPod @minakimes @TheHerd @dallascowboys @CowboysBreak @TalkinCowboys @_playerslounge https://t.co/lIsib0ojZz,0
767,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 That's becuase for sports changed the program after the world cup so undisputed picked of the viewers for a few minutes lmao undisputed is dogshit,0
768,🤣🤣 “tomorrow on Undisputed” low key shade https://t.co/xWyj1xJITb,0
769,"@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 Dak sneezed but Jerry Jones didn't say bless you. Is trouble brewing in Big D?

Also, why Kyrie is to blame for Pluto no longer being a planet.

Plus, is KD to blame for LA's gas prices?

But first, why Brady's divorce disqualifes LeBron from being the GOAT.

Tune into Undisputed",0
770,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 It’s definitely NOT because of a big event leading in to the show. No way that happened.,0
771,@NFLFilms @phish @nickmangold @treyanastasio @FS1 @Finkerton @nyjets @espnbob @PhishRadioSXM @SIRIUSXM @WeaverNFLF @GreenTeamDance Thank you Mr.@WeaverNFLF  formerly @dubmarcussay,0
772,Folk were calling friends during that segment of them arguing 🤣🔥 https://t.co/w8RySopZ3N,0
773,TV Program right after World Cup game benefits off people leaving their TVs on https://t.co/5sfcpzoVQZ,0
774,"“Is Shannon’s love for pole dancers RUINING UNDISPUTED?? NEXT on UNDISPUTED” -Skip Bayless, probably https://t.co/6J3f7UzPih",0
775,"@agriffinmitsu @Eagles @TheHerd @ColinCowherd @FS1 @ALFREDG27948201 You know what? Doubt us. Go ahead.
#FlyEaglesFly",0
776,"@IAmSixFootFour Not necessarily. You can watch Telemundo and Fox for free with an antenna. Games aired on Fox Sports 1 are still free if you don't mind waiting to watch them after they air (they're on Fox's ad-supported streamer, Tubi).",0
777,@PartesanJournal @RealSkipBayless @undisputed You can’t get beat down like that and say that team is better because of what some ppl ranked them the better team won on their home field,0
778,@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn But that’s completely different you dumbass. Tua has less attempts because of an injury not because he threw a shit ton less than anybody else. If Mahomes had 200 more attempts with both of them playing all 17 games I’d understand and be on Tua’s side. You clown.,0
779,@FOXSportsPR @undisputed @FS1 @ShannonSharpe @RealSkipBayless @JenHale504 That’s bc the World Cup was right before it lol,0
780,@ShannonSharpe @undisputed It’s finna get heated unc he ain’t gone let you speak 😂😂😂,0
781,@ShannonSharpe @undisputed Be easy on skip shay shay or he’ll bring up the number of your Twitter followers. 😂😂 BTW I started following u because of what he said last time,0
782,"On Monday, @UNDISPUTED had its most-watched show ever on @FS1 – scoring 499,000 viewers 🥇 https://t.co/hgPznB7j1T",0
783,"@BrownsPlzWin @Chromatin15 @ShannonSharpe @undisputed She’s a female, she don’t know what common sense is",0
784,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn 🤣🤣🤣🤣🤣🤣🤣🤣🤣

So basically you’re making the same exact argument that I made for Brady last year.

It’s ok I understand, “efficiency” only matters when your QB isn’t involved👍",0
785,"@NFLFilms @phish @nickmangold @treyanastasio @FS1 @Finkerton @nyjets @espnbob @PhishRadioSXM @SIRIUSXM @WeaverNFLF Trey is right &amp; not only was Nick a Hall of Fame player, he’s a hall of fame person. I met him at the Westchester Mall &amp; he couldn’t have been more gracious to a Giants fan, all class",0
786,@ShannonSharpe @undisputed Really wish you guys would broaden your horizons just a bit … more to sports than 5 same BS teams or players every MF show,0
787,@thedalaillama_ All games are televised on Telemundo for Spanish commentary and Fox and FS1 for English commentary,0
788,"@DiamonteYoung @ShannonSharpe @undisputed Yeah, right! It’s Skips show, he finally admitted he controls the topics. All scripted for the “fake anger debates” and clicks",0
789,"@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Yes really. Those are good stats but those are all stats that go down the more you play. Mahomes leads in TDs and passing yards, while playing with a less supporting cast than Tua. Mahomes has also played much harder defenses.",0
790,@emari1_ @RealSkipBayless @undisputed If you think 38 year old LeBron is the best driver in the league your a fool,0
791,@ShannonSharpe @undisputed You picking the topics for a change? GREAT,0
792,"@undisputed @RealSkipBayless and @ShannonSharpe Hey just saw your guys video ""Broncos made a monumental mistake trading for Russell Wilson"" and laughed . Its obvious the problem is @DangeRussWilson can't cook in the coldest weather ever but melt every time @ciara twerks for him!",0
793,@tljawful @RealSkipBayless @undisputed Russel Wilson is straight trash and he is a bad teammate Shannon who is in that team’s ring of honor has called Russ our multiple times,0
794,@brgridiron @ShannonSharpe u definitely talking about this on Undisputed. Its about to get heated,0
795,Fuck it at this point you should give it a shot. https://t.co/BIlIIvXcVf,0
796,"@stonemasondmv @ShannonSharpe @undisputed 🤣🤣🤣🤣damn Eli, Skip might call in sick after seeing this tweet.",0
797,@awej3 @RealSkipBayless @undisputed Obviously you’re the one that’s not very smart those are the only two AFC teams that have won six Super Bowls😂😂😂😂 dummy learn football!!,0
798,@DeadshotOz @Caleb_Dickman @RealSkipBayless @undisputed Lol they’ll see one before the chiefs ever will! Even with your sad ass division giving them free wins… ONE HIT WONDER,0
799,@ShannonSharpe @undisputed Jake DelHomme,0
800,@Boilersportss @mjrhoosier @IndianaMBB @B1GMBBall @FS1 Awww...what a loser posting on an official Indiana basketball post. You must follow closely. You hate use cause you ain't us nerd. https://t.co/6WfMwR6IPZ,0
801,@Seven0one @Caleb_Dickman @RealSkipBayless @undisputed Whoops forgot to add theyre 8-2 This season as well and the most likely to make it to the Superbowl best odds overall,0
802,"@ShannonSharpe @undisputed It’s strange ( and a little sad) that y’all dedicate so much time in arguing about a last place team with nothing qbs. 
It’s like ratings mean nothing to y’all. 
Btw, y’all married? Cause y’all fight like it. https://t.co/CL1umClSRW",0
803,@RealSkipBayless @undisputed This guy should just cheer for every team 😂 u a cheerleader bro you don't have a team #CowboysNation don't want you as a fan.,0
804,@Boilersportss @mjrhoosier @IndianaMBB @B1GMBBall @FS1 And still irrelevant.,0
805,"@Seven0one @Caleb_Dickman @RealSkipBayless @undisputed 2020-2022 Patriots Record 18-20 
2020-2022 Chiefs Record 26-7 
So whos delusional 
You honestly think the Patriots will ever see another Superbowl",0
806,@ShannonSharpe @undisputed Yous a fool 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
807,"Come on @FS1 quit with the women broadcasters for men’s sports.  I really takes away from the experience.  They aren’t as in depth as the men.  We have 3 women and 1 Ma on WC Today.  Quit doing this shit.  Women cover the women, men cover the men.",0
808,@RealSkipBayless @undisputed Of course,0
809,@ShannonSharpe @undisputed I detect no discussions 😂 Just glad it’ll be something other than that D team https://t.co/h4OqHyMJNh,0
810,@ShannonSharpe @undisputed Maybe the can dust off Jake Delhomme,0
811,@warrenbarton2 @JacquiOatley @FIFAWorldCup @FS1 Thank you two for such a fine job!,0
812,@ShannonSharpe @undisputed Skip don’t like that get him unc 🫡🤣🤣,0
813,@ShannonSharpe @undisputed Mr. Sharpe….this convo isn’t gunna end well hahaha we are prepared for more ughsss and sighssss from your partner 😂😂😂,0
814,Is @AroundTheNFL @nflnetwork @FirstTake @FTFonFS1 @undisputed @TheHerd @KeyJayandMax the #BillsMafia on upset alert for #Thanksgiving UH OH!! https://t.co/oyoneyNx3u,0
815,@ShannonSharpe This is sports related I think so you definitely need to bring this up and talk to Skip about it on Undisputed tomorrow 😂😂,0
816,@RealSkipBayless @undisputed No one has seen God at any time. JOHN 1:18 No one has seen God at any time.  1 JOHN 4:12,0
817,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Really? But Tua has a better
Cmp%
TD%
INT%
Y/A
AY/A
Y/C
Passer rating
QBR
NY/A
ANY/A
EPA/play
DVOA
DYAR

Sounds like Tua is more efficient….",0
818,@RealSkipBayless @ShannonSharpe @undisputed Surely a segment on the fifa World Cup.,0
819,This dude is such a 🤡. Never seen someone try so hard to maintain a stereotype. Great work @FS1 https://t.co/zv6v5eOhjT,0
820,"@Im_Jus_Saiyan @RealSkipBayless @undisputed I don't want to say..but ALMOST all Cowboy fans think this....even after a loss..they didn't lose, the other team cheated or the refs did this or whatever excuse. I mean Philly handled the Vikings very easily..so it's give it a break...especially when GB beat them a week earlier.",0
821,@RealSkipBayless @undisputed @dak can do it. He gain some of my respect against @Vikings. He will gain all my respect when he win a Super Bowl.,0
822,@ShannonSharpe @undisputed Imagine thinking baker is still good,0
823,@Zachary63844522 @ShannonSharpe @undisputed Well I can't take credit for the nickname my boy @Joshbro34 gave him that nickname. I've just been calling him basic baker now,0
824,"Next Week’s Episode Of #WWE #SmackDown Moved To FS1

https://t.co/Fa7lXZsuz4",0
825,@BruceArians1 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Back to the original discussion lol it’s Mahomes for sure. Tua is playing great but it’s Mahomes.,0
826,@ShannonSharpe @undisputed Gotta be PJ. Walker what a amazing story that is honestly guy’s;) https://t.co/AnX0Cq4hFS,0
827,@ShannonSharpe @undisputed Yawn 🥱… I’m trying but it’s beyond old…,0
828,@ShannonSharpe @undisputed I’m ready for ITS NOT YOUR TURN!!!!!!! 😂😂😂,0
829,@ShannonSharpe @undisputed They announced it as Darnold,0
830,@RealSkipBayless @undisputed That’s why you are a moron and nobody gives a fuck what you say,0
831,@Chromatin15 @ShannonSharpe @undisputed Maybe baker should play better,0
832,@ShannonSharpe @undisputed I know you both sounded like 2 Lil b+$%es on that topic,0
833,@ShannonSharpe @undisputed As you listen to the excuses lmao https://t.co/6q2tS9vL8X,0
834,Argentina’s coach was found buying this shoe to use on his team after their loss to Saudi  @FIFAWorldCup @TeamMessi @FS1 https://t.co/hMRleBDSPs,0
835,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Here’s a fun question for you

Who do you think is the MVP right now?",0
836,@Poet1cJust1ce_ @ShannonSharpe @undisputed The difference is Elway was a winner. A Hall of Famer! Baker will never be either of those.,0
837,@ShannonSharpe @undisputed In all honesty we tired of hearing about the panthers &amp; the QB situation. Both of them are ass so whats the point. Talk about other QBs.,0
838,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn I’ve given you stats, analysis, and logic.

All you keep saying is EVANS GODWIN GRONK AND AB OMG!!!!

(Forget that they played a total of 2 games together and neither played a full season)

(Forgets that they were top of the league in drops, less YAC and bad run game)",0
839,"@nickmangold @ConvilleH @NR_Garrett @NFLFilms @phish @treyanastasio @FS1 @Finkerton @nyjets @espnbob @PhishRadioSXM @SIRIUSXM @WeaverNFLF He does not know what he’s on about Nick, everyone knows your the best Center ever! Let’s Go Jets!",0
840,"@jordancope15 @TvegasTheGreat @undisputed @ShannonSharpe @pfref @PFF @espn Team A- more drops, less YAC, more average separation, better rushing attack, better pass block win rate

Team B- less drops, more YAC, more average separation, worse rushing attack, worse pass block win rate

Which team would you want?

Answer this",0
841,@WWERomanReigns @FS1 @HeymanHustle @WWEUsos @WWESoloSikoa @SamiZayn See you soon https://t.co/6LjbUzBAI4,0
842,@TvegasTheGreat @JoeyB1214 @undisputed @ShannonSharpe Who do you think is the MVP this year?,0
843,@ShannonSharpe @undisputed Are you going to have another hissy fit like you did over Baker? Lol,0
844,@ShannonSharpe @undisputed im thankful for unc destroying skip and his baker is an elite qb takes 😂#cantwait,0
845,@ShannonSharpe @undisputed Shut up,0
846,@ShannonSharpe @undisputed Who the hell cares who starts for the panthers!??? Haha,0
847,@ShannonSharpe @undisputed You getting heated is prime time entertainment!,0
848,@ShannonSharpe @undisputed Baker is better than Zach Wilson.  Skip can always go with that.,0
849,@MunnyBall @ralphamsden @FS1 @TimHealeyASU @SunDevilPBP @AZSports I don't blame them for not wanting to go to Tucson.,0
850,PT 2 from the other day 😭😭😭 https://t.co/jpCAx74Oa5,0
851,@ShannonSharpe @undisputed You and skip need to take MLK non-violence courses before y’all talk about Baker Mayfield 😂,0
852,@ShannonSharpe @undisputed Man Skip just loves getting owned when it comes to basic baker,0
853,"8.3m for the USMNT v Wales yesterday afternoon on FOX 
https://t.co/n0RFgOdNiP https://t.co/lJDHfazvrR",0
854,@ShannonSharpe @undisputed Probably Big Bill from the local Charlotte sports bar....,0
855,Fox Sports says USMNT drew 8.31M viewers Monday on all platforms. 7.74M on air/563k streaming. England-Iran had 1.39M on FS1 with a 7:40 a.m. ET start.,0
856,"Told y’all 😂😂

https://t.co/12ajrMkFaO https://t.co/vMwZpkByMi",0
857,"@ShannonSharpe @undisputed As a Jets fan, I am completely envious of the Panthers QB situation…",0
858,Well it won't be Lamar Jackson or the other good quarterback in that draft https://t.co/0UVDiQ9SyA,0
859,@Rabyke1 @MunnyBall @FS1 @TimHealeyASU @SunDevilPBP @AZSports This crew has done a few remote games already so it’s not a slight towards ASU or UofA.,0
860,@GeneralOrhan @ShannonSharpe @undisputed I've been calling for that for the longest time! Skip makes me want to throw a brick through the TV! Shannon is a strong man! I couldn't!! 🫠,0
861,@SevenYoder @RealSkipBayless @undisputed You’re not very smart,0
862,LMFAO https://t.co/PJ0LOPi61n,0
863,"Wednesday
4:00am Morocco vs Croatia Fox Sports 1
7:00am Germany vs Japan Fox Sports 1
10:00am Spain vs Costa Rica FOX Network
1:00pm Belgium vs Canada FOX Network https://t.co/7FBITEK2K7",0
